Korpus;Frequency;Presentase Kemunculan;
juru;4949;0,015123224;
bunga;4931;0,01506822;
pengalaman;4931;0,01506822;
keempat;4930;0,015065164;
kompleks;4930;0,015065164;
luas;4926;0,015052941;
bersih;4925;0,015049885;
putra;4924;0,015046829;
lantaran;4922;0,015040717;
menyebut;4905;0,014988769;
peran;4904;0,014985713;
jiwa;4892;0,014949043;
tiket;4888;0,01493682;
dahlan;4881;0,014915429;
hati;4876;0,01490015;
al;4867;0,014872648;
new;4865;0,014866536;
konflik;4864;0,01486348;
berakhir;4863;0,014860424;
memasuki;4860;0,014851257;
ruangan;4859;0,014848201;
tambahnya;4847;0,014811531;
suriah;4841;0,014793196;
tembakan;4838;0,014784029;
kunjungan;4836;0,014777917;
buat;4836;0,014777917;
itulah;4828;0,014753471;
malah;4821;0,01473208;
rencananya;4820;0,014729024;
pasien;4816;0,014716801;
turnamen;4812;0,014704578;
area;4812;0,014704578;
jenazah;4809;0,01469541;
tokoh;4788;0,014631238;
persoalan;4787;0,014628182;
kompetisi;4784;0,014619015;
satunya;4774;0,014588457;
pesan;4774;0,014588457;
game;4769;0,014573178;
sikap;4766;0,01456401;
pasukan;4756;0,014533452;
sejauh;4755;0,014530396;
perawatan;4755;0,014530396;
aman;4752;0,014521229;
perkara;4747;0,01450595;
duduk;4747;0,01450595;
menciptakan;4744;0,014496782;
fokus;4738;0,014478448;
mati;4737;0,014475392;
ditetapkan;4733;0,014463168;
riau;4733;0,014463168;
league;4726;0,014441778;
toko;4720;0,014423443;
diberi;4714;0,014405108;
peneliti;4708;0,014386773;
turut;4706;0,014380661;
cedera;4705;0,014377606;
putaran;4705;0,014377606;
orangtua;4700;0,014362327;
jasa;4698;0,014356215;
timnya;4697;0,014353159;
ton;4695;0,014347048;
widodo;4690;0,014331768;
situasi;4674;0,014282875;
maksimal;4671;0,014273708;
mendorong;4666;0,014258429;
putusan;4665;0,014255373;
pertahanan;4643;0,014188145;
semuanya;4642;0,014185089;
ulang;4642;0,014185089;
majelis;4634;0,014160643;
makassar;4631;0,014151475;
champions;4628;0,014142308;
diminta;4625;0,014133141;
rata-rata;4625;0,014133141;
perumahan;4622;0,014123973;
kesulitan;4620;0,014117861;
menyelesaikan;4617;0,014108694;
lanjutnya;4614;0,014099527;
kabar;4612;0,014093415;
komunikasi;4610;0,014087303;
rupiah;4604;0,014068968;
karyawan;4602;0,014062857;
pssi;4602;0,014062857;
coba;4598;0,014050634;
bencana;4597;0,014047578;
lantai;4595;0,014041466;
nantinya;4595;0,014041466;
arus;4593;0,014035354;
februari;4585;0,014010908;
percaya;4577;0,013986461;
perkembangan;4576;0,013983406;
sma;4576;0,013983406;
penyelidikan;4575;0,01398035;
model;4575;0,01398035;
lawan;4575;0,01398035;
bursa;4571;0,013968127;
muhammad;4568;0,013958959;
pohon;4564;0,013946736;
truk;4557;0,013925345;
djoko;4554;0,013916178;
batik;4550;0,013903954;
kepentingan;4547;0,013894787;
m;4544;0,01388562;
arsenal;4537;0,013864229;
harapan;4528;0,013836727;
tol;4528;0,013836727;
balik;4525;0,013827559;
organisasi;4523;0,013821447;
sesuatu;4517;0,013803113;
panas;4515;0,013797001;
gangguan;4514;0,013793945;
televisi;4510;0,013781722;
tuturnya;4508;0,01377561;
bumn;4499;0,013748108;
mengalahkan;4498;0,013745052;
22;4494;0,013732829;
mempunyai;4486;0,013708382;
9;4485;0,013705327;
panitia;4485;0,013705327;
menimbulkan;4484;0,013702271;
ahli;4481;0,013693103;
polsek;4480;0,013690047;
telepon;4468;0,013653378;
mu;4452;0,013604485;
studi;4449;0,013595317;
2008;4449;0,013595317;
dilaporkan;4438;0,013561703;
tahap;4437;0,013558647;
dibangun;4428;0,013531145;
kredit;4417;0,013497531;
persidangan;4416;0,013494475;
indah;4409;0,013473085;
tuan;4408;0,013470029;
periode;4400;0,013445582;
rumahnya;4400;0,013445582;
2014;4393;0,013424192;
pabrik;4391;0,01341808;
tradisional;4389;0,013411968;
bergabung;4389;0,013411968;
menyediakan;4379;0,01338141;
ham;4378;0,013378354;
sebaiknya;4375;0,013369187;
anas;4371;0,013356964;
iran;4369;0,013350852;
memanfaatkan;4369;0,013350852;
berisi;4361;0,013326406;
risiko;4358;0,013317238;
menetapkan;4358;0,013317238;
orang-orang;4358;0,013317238;
berkembang;4356;0,013311127;
terlebih;4353;0,013301959;
benar-benar;4352;0,013298903;
premier;4348;0,01328668;
bom;4341;0,013265289;
teman;4326;0,013219452;
pelanggaran;4318;0,013195006;
kopi;4315;0,013185838;
suka;4310;0,013170559;
tangga;4309;0,013167503;
minta;4308;0,013164447;
makin;4305;0,01315528;
pemberian;4290;0,013109443;
khas;4287;0,013100275;
awalnya;4287;0,013100275;
kejaksaan;4287;0,013100275;
terpaksa;4285;0,013094164;
video;4284;0,013091108;
pameran;4284;0,013091108;
euro;4278;0,013072773;
ujian;4272;0,013054438;
penurunan;4269;0,013045271;
gerakan;4262;0,01302388;
sembilan;4255;0,013002489;
suasana;4239;0,012953596;
menyiapkan;4226;0,012913871;
tercatat;4220;0,012895536;
anaknya;4220;0,012895536;
berencana;4219;0,01289248;
jarak;4217;0,012886368;
skor;4214;0,012877201;
serius;4213;0,012874145;
mengajukan;4208;0,012858866;
23;4207;0,01285581;
united;4204;0,012846643;
seseorang;4202;0,012840531;
depok;4202;0,012840531;
investor;4195;0,01281914;
tangerang;4181;0,012776359;
india;4180;0,012773303;
riset;4178;0,012767192;
ditutup;4178;0,012767192;
murah;4170;0,012742745;
membayar;4169;0,012739689;
faktor;4168;0,012736633;
rt;4158;0,012706075;
ribuan;4152;0,01268774;
internet;4151;0,012684685;
melanggar;4147;0,012672461;
penyebab;4133;0,01262968;
penampilan;4128;0,012614401;
maju;4125;0,012605233;
rusak;4112;0,012565508;
ribu;4107;0,012550229;
menengah;4107;0,012550229;
pelajar;4106;0,012547173;
guna;4106;0,012547173;
gigi;4101;0,012531894;
rs;4093;0,012507447;
diambil;4091;0,012501336;
21;4091;0,012501336;
memakai;4089;0,012495224;
menjual;4089;0,012495224;
berubah;4086;0,012486057;
senior;4084;0,012479945;
layak;4084;0,012479945;
gelandang;4082;0,012473833;
kekuatan;4076;0,012455499;
daftar;4064;0,012418829;
tamu;4064;0,012418829;
penalti;4060;0,012406606;
dilaksanakan;4054;0,012388271;
ahmad;4051;0,012379103;
google;4047;0,01236688;
halaman;4046;0,012363824;
hendak;4043;0,012354657;
pendapatan;4040;0,012345489;
konsumen;4036;0,012333266;
satuan;4036;0,012333266;
ataupun;4035;0,01233021;
wajah;4020;0,012284373;
pembunuhan;4016;0,01227215;
pemerintahan;4010;0,012253815;
menyerahkan;4005;0,012238536;
gempa;4003;0,012232424;
kayu;4001;0,012226312;
tekanan;4001;0,012226312;
real;3996;0,012211033;
dibuka;3993;0,012201866;
jembatan;3991;0,012195754;
sanksi;3988;0,012186587;
bersubsidi;3980;0,01216214;
terima;3979;0,012159085;
transportasi;3975;0,012146861;
online;3971;0,012134638;
status;3970;0,012131582;
peringatan;3970;0,012131582;
menjalankan;3969;0,012128526;
senayan;3969;0,012128526;
dijual;3965;0,012116303;
thailand;3964;0,012113247;
aktif;3963;0,012110192;
busana;3962;0,012107136;
pengadaan;3962;0,012107136;
dijadikan;3957;0,012091857;
penyidikan;3956;0,012088801;
keadaan;3954;0,012082689;
ilmu;3952;0,012076578;
fisik;3944;0,012052131;
b;3942;0,012046019;
hambalang;3937;0,01203074;
supaya;3929;0,012006294;
menuntut;3920;0,011978792;
pergi;3918;0,01197268;
inilah;3918;0,01197268;
unjuk;3914;0,011960457;
menangkap;3911;0,011951289;
seri;3907;0,011939066;
inter;3907;0,011939066;
memeriksa;3906;0,01193601;
koordinator;3902;0,011923787;
dipakai;3901;0,011920731;
ucap;3898;0,011911564;
alex;3895;0,011902396;
kerugian;3894;0,01189934;
nyaman;3892;0,011893229;
berhenti;3886;0,011874894;
tanjung;3883;0,011865726;
ponsel;3874;0,011838224;
dr;3869;0,011822945;
lihat;3867;0,011816833;
lebaran;3863;0,01180461;
mengingat;3856;0,011783219;
minum;3853;0,011774052;
transaksi;3852;0,011770996;
menentukan;3851;0,01176794;
obama;3847;0,011755717;
kasih;3843;0,011743494;
serupa;3841;0,011737382;
ganda;3836;0,011722103;
gabungan;3836;0,011722103;
cenderung;3836;0,011722103;
pertanian;3836;0,011722103;
19;3834;0,011715992;
dikatakan;3829;0,011700712;
pos;3826;0,011691545;
segala;3826;0,011691545;
perlindungan;3823;0,011682378;
tes;3823;0,011682378;
ditahan;3821;0,011676266;
ali;3818;0,011667099;
pendukung;3817;0,011664043;
normal;3813;0,011651819;
perguruan;3811;0,011645708;
kesepakatan;3808;0,01163654;
modal;3805;0,011627373;
parlemen;3803;0,011621261;
tumbuh;3802;0,011618205;
umpan;3799;0,011609038;
liverpool;3796;0,011599871;
tiba-tiba;3790;0,011581536;
hidayat;3775;0,011535698;
ayat;3775;0,011535698;
bekasi;3773;0,011529587;
angkutan;3770;0,011520419;
penyerang;3768;0,011514308;
60;3766;0,011508196;
angelina;3764;0,011502085;
butuh;3764;0,011502085;
paket;3763;0,011499029;
sapi;3762;0,011495973;
mengatasi;3757;0,011480694;
mengenakan;3750;0,011459303;
27;3750;0,011459303;
ungkapnya;3740;0,011428745;
kinerja;3729;0,011395131;
manajemen;3727;0,011389019;
facebook;3724;0,011379852;
setidaknya;3712;0,011343182;
maluku;3708;0,011330959;
mandiri;3707;0,011327903;
israel;3704;0,011318736;
minuman;3701;0,011309568;
un;3698;0,011300401;
terkena;3698;0,011300401;
dampak;3698;0,011300401;
komunitas;3690;0,011275954;
petenis;3689;0,011272898;
memimpin;3688;0,011269843;
manajer;3682;0,011251508;
semangat;3676;0,011233173;
suku;3671;0,011217894;
terang;3665;0,011199559;
menutup;3665;0,011199559;
jelasnya;3660;0,01118428;
hilang;3655;0,011169001;
perjuangan;3652;0,011159833;
angin;3649;0,011150666;
26;3636;0,01111094;
kiper;3630;0,011092605;
200;3625;0,011077326;
umumnya;3623;0,011071215;
terbaru;3622;0,011068159;
berlaku;3618;0,011055936;
isu;3615;0,011046768;
gula;3610;0,011031489;
kematian;3605;0,01101621;
apabila;3605;0,01101621;
ajun;3604;0,011013154;
tata;3602;0,011007043;
cerita;3601;0,011003987;
rw;3600;0,011000931;
nusa;3598;0,010994819;
menghasilkan;3597;0,010991764;
personel;3595;0,010985652;
pengurus;3594;0,010982596;
de;3593;0,01097954;
namanya;3589;0,010967317;
nelayan;3588;0,010964261;
keberadaan;3585;0,010955094;
subsidi;3583;0,010948982;
museum;3573;0,010918424;
menangani;3564;0,010890922;
s;3563;0,010887866;
pertamina;3561;0,010881754;
layar;3560;0,010878698;
kilogram;3557;0,010869531;
gratis;3555;0,010863419;
mencegah;3553;0,010857308;
sopir;3551;0,010851196;
akses;3550;0,01084814;
kuasa;3549;0,010845084;
menurunkan;3548;0,010842029;
lengkap;3547;0,010838973;
basuki;3540;0,010817582;
menuturkan;3539;0,010814526;
sd;3538;0,010811471;
perang;3535;0,010802303;
daripada;3531;0,01079008;
cabang;3531;0,01079008;
kepulauan;3522;0,010762578;
infrastruktur;3521;0,010759522;
suami;3518;0,010750354;
mengubah;3516;0,010744243;
hijau;3515;0,010741187;
besok;3514;0,010738131;
penonton;3514;0,010738131;
staf;3510;0,010725908;
perekonomian;3508;0,010719796;
masjid;3502;0,010701461;
haji;3501;0,010698405;
kursi;3500;0,01069535;
mengamankan;3500;0,01069535;
konsumsi;3499;0,010692294;
tersedia;3485;0,010649512;
swasta;3484;0,010646457;
ringan;3483;0,010643401;
singkat;3483;0,010643401;
menyusul;3479;0,010631178;
28;3479;0,010631178;
dibutuhkan;3471;0,010606731;
mendatangi;3470;0,010603675;
x;3470;0,010603675;
jantung;3467;0,010594508;
mengapa;3463;0,010582284;
khawatir;3459;0,010570061;
habis;3458;0,010567005;
hasilnya;3452;0,010548671;
krisis;3452;0,010548671;
70;3451;0,010545615;
impor;3448;0,010536447;
konsep;3446;0,010530336;
sehari;3444;0,010524224;
desain;3443;0,010521168;
tanda;3437;0,010502833;
penanganan;3437;0,010502833;
melepaskan;3431;0,010484498;
juventus;3431;0,010484498;
negara-negara;3428;0,010475331;
cinta;3421;0,01045394;
memperoleh;3420;0,010450884;
disebabkan;3418;0,010444773;
bek;3413;0,010429494;
menawarkan;3411;0,010423382;
garuda;3407;0,010411159;
berangkat;3407;0,010411159;
tuntutan;3405;0,010405047;
perbaikan;3401;0,010392824;
remaja;3401;0,010392824;
cuma;3397;0,010380601;
jabatan;3395;0,010374489;
belanja;3395;0,010374489;
45;3393;0,010368377;
jadwal;3390;0,01035921;
unggulan;3388;0,010353098;
ukuran;3387;0,010350043;
kotak;3385;0,010343931;
ditanya;3384;0,010340875;
sebagaimana;3383;0,010337819;
menyerang;3382;0,010334764;
politisi;3380;0,010328652;
tanaman;3367;0,010288926;
koleksi;3367;0,010288926;
pemilih;3364;0,010279759;
kreatif;3359;0,01026448;
selamat;3357;0,010258368;
sipil;3333;0,010185029;
mempertahankan;3332;0,010181973;
padang;3331;0,010178917;
persiapan;3331;0,010178917;
berdiri;3330;0,010175861;
pengawasan;3327;0,010166694;
hektar;3326;0,010163638;
km;3324;0,010157526;
menjabat;3323;0,01015447;
nusantara;3322;0,010151415;
diperlukan;3320;0,010145303;
berwarna;3318;0,010139191;
dibanding;3317;0,010136136;
diungkapkan;3316;0,01013308;
wajib;3306;0,010102522;
500;3304;0,01009641;
solusi;3301;0,010087243;
penangkapan;3300;0,010084187;
van;3297;0,010075019;
denpasar;3296;0,010071964;
mengunjungi;3289;0,010050573;
akibatnya;3288;0,010047517;
lomba;3286;0,010041405;
tertinggi;3286;0,010041405;
terasa;3282;0,010029182;
sampah;3281;0,010026126;
standar;3281;0,010026126;
pembelian;3280;0,01002307;
pakai;3278;0,010016959;
spbu;3269;0,009989457;
kanker;3269;0,009989457;
pola;3267;0,009983345;
ekspor;3265;0,009977233;
kelapa;3262;0,009968066;
berpikir;3253;0,009940563;
mendengar;3253;0,009940563;
konser;3247;0,009922229;
beras;3243;0,009910005;
ketat;3242;0,00990695;
rikwanto;3241;0,009903894;
melewati;3241;0,009903894;
gaji;3234;0,009882503;
menahan;3230;0,00987028;
terletak;3230;0,00987028;
generasi;3229;0,009867224;
sekadar;3227;0,009861112;
artinya;3226;0,009858057;
rambut;3225;0,009855001;
forum;3224;0,009851945;
menyambut;3223;0,009848889;
rekan;3215;0,009824443;
terpilih;3209;0,009806108;
rekor;3198;0,009772494;
ayam;3197;0,009769438;
kemacetan;3196;0,009766382;
fungsi;3194;0,00976027;
dilihat;3193;0,009757215;
utang;3192;0,009754159;
ayah;3191;0,009751103;
berbicara;3190;0,009748047;
medali;3182;0,009723601;
beragam;3182;0,009723601;
samsung;3181;0,009720545;
kamera;3177;0,009708322;
karakter;3173;0,009696098;
membantah;3171;0,009689987;
pakaian;3169;0,009683875;
teknik;3165;0,009671652;
laki-laki;3162;0,009662484;
pemenang;3161;0,009659429;
mengakibatkan;3155;0,009641094;
klasemen;3155;0,009641094;
35;3154;0,009638038;
selaku;3152;0,009631926;
versi;3149;0,009622759;
york;3144;0,00960748;
mengumumkan;3141;0,009598312;
android;3140;0,009595256;
dikutip;3137;0,009586089;
tunggal;3135;0,009579977;
pelatihan;3135;0,009579977;
2004;3135;0,009579977;
pbb;3131;0,009567754;
international;3130;0,009564698;
mengandung;3129;0,009561643;
prestasi;3127;0,009555531;
adat;3127;0,009555531;
jumpa;3126;0,009552475;
membentuk;3125;0,009549419;
efek;3121;0,009537196;
pertanyaan;3119;0,009531084;
tendangan;3117;0,009524973;
dilansir;3117;0,009524973;
berapa;3113;0,00951275;
semifinal;3113;0,00951275;
center;3109;0,009500526;
pengamanan;3109;0,009500526;
republik;3107;0,009494415;
istana;3102;0,009479136;
sri;3102;0,009479136;
ramadhan;3097;0,009463856;
mahkamah;3097;0,009463856;
kedatangan;3096;0,009460801;
keinginan;3093;0,009451633;
komputer;3092;0,009448577;
berani;3091;0,009445522;
menampilkan;3085;0,009427187;
mendesak;3079;0,009408852;
arab;3075;0,009396629;
mengganggu;3073;0,009390517;
mengajak;3073;0,009390517;
kelima;3071;0,009384405;
menguasai;3070;0,00938135;
kampus;3070;0,00938135;
dahulu;3069;0,009378294;
detik;3068;0,009375238;
29;3068;0,009375238;
sederhana;3064;0,009363015;
kapasitas;3060;0,009350791;
pelanggan;3060;0,009350791;
kebanyakan;3060;0,009350791;
samping;3058;0,00934468;
terminal;3051;0,009323289;
kategori;3050;0,009320233;
menjawab;3043;0,009298843;
foke;3042;0,009295787;
mengatur;3041;0,009292731;
sengaja;3031;0,009262173;
ilustrasi;3031;0,009262173;
takut;3031;0,009262173;
gambar;3030;0,009259117;
rombongan;3028;0,009253005;
keuntungan;3025;0,009243838;
johan;3021;0,009231615;
dpp;3021;0,009231615;
pp;3016;0,009216336;
honda;3016;0,009216336;
berikutnya;3010;0,009198001;
mahal;3007;0,009188833;
lahir;2999;0,009164387;
tentara;2997;0,009158275;
terbang;2995;0,009152163;
windows;2986;0,009124661;
yamaha;2986;0,009124661;
belakangan;2983;0,009115494;
tablet;2982;0,009112438;
melainkan;2977;0,009097159;
bowo;2977;0,009097159;
otak;2974;0,009087991;
jatim;2974;0,009087991;
jangka;2967;0,009066601;
penetapan;2965;0,009060489;
profesional;2963;0,009054377;
menghentikan;2960;0,00904521;
miskin;2958;0,009039098;
angkatan;2955;0,009029931;
demokrasi;2955;0,009029931;
pks;2953;0,009023819;
memperbaiki;2950;0,009014652;
matahari;2946;0,009002429;
bilang;2945;0,008999373;
operasional;2939;0,008981038;
memulai;2939;0,008981038;
mencatat;2937;0,008974926;
aliran;2936;0,00897187;
la;2934;0,008965759;
rangka;2928;0,008947424;
31;2925;0,008938256;
panggung;2920;0,008922977;
bertugas;2915;0,008907698;
david;2915;0,008907698;
keluarganya;2912;0,008898531;
hatta;2909;0,008889363;
tradisi;2906;0,008880196;
menghindari;2906;0,008880196;
lanjutan;2905;0,00887714;
properti;2903;0,008871029;
ambon;2903;0,008871029;
komite;2893;0,00884047;
kesalahan;2893;0,00884047;
bi;2891;0,008834359;
insiden;2890;0,008831303;
games;2890;0,008831303;
membahas;2890;0,008831303;
kaum;2890;0,008831303;
isi;2887;0,008822136;
baju;2887;0,008822136;
balapan;2887;0,008822136;
negatif;2886;0,00881908;
blackberry;2884;0,008812968;
bekas;2882;0,008806856;
kriminal;2880;0,008800745;
brasil;2880;0,008800745;
melaksanakan;2878;0,008794633;
dinyatakan;2874;0,00878241;
kerusakan;2870;0,008770187;
sosok;2868;0,008764075;
wisma;2865;0,008754908;
berupaya;2862;0,00874574;
tiap;2861;0,008742684;
diserahkan;2859;0,008736573;
menderita;2858;0,008733517;
dimiliki;2852;0,008715182;
papar;2846;0,008696847;
minimal;2844;0,008690736;
pemprov;2844;0,008690736;
dewasa;2844;0,008690736;
batas;2843;0,00868768;
peluncuran;2843;0,00868768;
super;2841;0,008681568;
sebaliknya;2840;0,008678512;
dipastikan;2839;0,008675456;
sarana;2836;0,008666289;
pendapat;2826;0,008635731;
grand;2819;0,00861434;
kg;2818;0,008611284;
2007;2818;0,008611284;
kunci;2816;0,008605173;
parah;2808;0,008580726;
menanggapi;2807;0,00857767;
muslim;2804;0,008568503;
dikeluarkan;2801;0,008559335;
messi;2800;0,00855628;
komitmen;2799;0,008553224;
walaupun;2799;0,008553224;
menguat;2798;0,008550168;
pembuatan;2797;0,008547112;
beli;2796;0,008544056;
konferensi;2796;0,008544056;
sayang;2789;0,008522666;
pangan;2788;0,00851961;
ma;2785;0,008510442;
susu;2783;0,008504331;
perbankan;2782;0,008501275;
artis;2780;0,008495163;
kei;2777;0,008485996;
beroperasi;2776;0,00848294;
pondok;2775;0,008479884;
perbatasan;2772;0,008470717;
parkir;2771;0,008467661;
lampu;2767;0,008455438;
twitter;2767;0,008455438;
narkotika;2765;0,008449326;
bertambah;2764;0,00844627;
tajam;2764;0,00844627;
istrinya;2762;0,008440159;
penembakan;2758;0,008427935;
